movie_title,wiki_summary
About Time (2013),"About Time is a 2013 romantic science fiction comedy-drama film written and directed by Richard Curtis, and starring Domhnall Gleeson, Rachel McAdams, and Bill Nighy."
About a Boy (2002),"About a Boy is a 2002 comedy-drama film directed by Paul Weitz and Chris Weitz, who co-wrote the screenplay with Peter Hedges."
Above the Law (1988),"Above the Law (also known as Nico: Above the Law, or simply Nico) is a 1988 American crime action thriller film cowritten, coproduced and directed by Andrew Davis."
Above the Rim (1994),Above the Rim is a 1994 American sports drama film co-written and directed by Jeff Pollack in his directorial debut.
Abraham Lincoln: Vampire Hunter (2012),"Abraham Lincoln: Vampire Hunter is a 2012 American action horror film directed by Timur Bekmambetov and based on the novel of the same name by Seth Grahame-Smith, depicting a fictionalized history of the American Civil War with the eponymous 16th president of the United States reimagined as having a secret identity as a lifelong vampire hunter fighting against a caste of vampiric slave owners."
Absence of Malice (1981),"Absence of Malice is a 1981 American drama neo noir thriller film directed by Sydney Pollack and starring Paul Newman, Sally Field, Wilford Brimley, Melinda Dillon and Bob Balaban."
"Absent-Minded Professor, The (1961)",The Absent-Minded Professor is a 1961 American science fiction comedy film directed by Robert Stevenson and produced by Walt Disney Productions.
Absolutely Anything (2015),"Absolutely Anything is a 2015 British science fantasy comedy film directed by Terry Jones, and written by Terry Jones and Gavin Scott."
"Abyss, The (1989)","The Abyss is a 1989 American science fiction film written and directed by James Cameron and starring Ed Harris, Mary Elizabeth Mastrantonio, and Michael Biehn."
Accepted (2006),"Accepted is a 2006 American comedy film directed by Steve Pink (in his directorial debut) and written by Adam Cooper, Bill Collage and Mark Perez."
"Accidental Tourist, The (1988)","The Accidental Tourist is a 1988 American romantic drama film directed and co-produced by Lawrence Kasdan, from a screenplay by Frank Galati and Kasdan, based on the 1985 novel of the same name by Anne Tyler."
"Accused, The (1988)","The Accused is a 1988 American legal drama film directed by Jonathan Kaplan and written by Tom Topor, loosely based on the 1983 gang rape of Cheryl Araujo in New Bedford, Massachusetts."
Ace Ventura: Pet Detective (1994),"Ace Ventura: Pet Detective is a 1994 American comedy film starring Jim Carrey as Ace Ventura, an animal detective who is tasked with finding the abducted dolphin mascot of the Miami Dolphins football team."
Ace Ventura: When Nature Calls (1995),"Ace Ventura: When Nature Calls (also known as Ace Ventura 2: When Nature Calls) is a 1995 American detective comedy film and the sequel to Ace Ventura: Pet Detective (1994), and the second installment of the Ace Ventura franchise."
"Ace in the Hole (Big Carnival, The) (1951)","Ace in the Hole, also known as The Big Carnival, is a 1951 American drama film directed by Billy Wilder."
Aces: Iron Eagle III (1992),"Aces: Iron Eagle III is a 1992 American action film directed by John Glen, produced by Ron Samuels, and written by Kevin Alyn Elders."
"Acid House, The (1998)",The Acid House is a 1998 Scottish film adaptation of Irvine Welsh's short story collection The Acid House directed by Paul McGuigan.
Across the Hall (2009),"Across the Hall is a 2009 American neo-noir horror film directed by Alex Merkin and starring Mike Vogel, Brittany Murphy, and Danny Pino."
Across the Universe (2007),"Across the Universe is a 2007 American jukebox musical romantic drama film directed by Julie Taymor, centered on songs by the Beatles."
"Act of Killing, The (2012)","The Act of Killing (Indonesian: Jagal, lit. 'Butcher') is a 2012 experimental documentary film directed by Joshua Oppenheimer, with Christine Cynn and an anonymous Indonesian co-directing."
Act of Valor (2012),Act of Valor is a 2012 American action film produced and directed by Mouse McCoy and Scott Waugh and written by Kurt Johnstad.
Action Jackson (1988),"Action Jackson is a 1988 American action film directed by Craig R. Baxley, starring Carl Weathers, Vanity, Sharon Stone and Craig T. Nelson."
Adam and Eve (National Lampoon's Adam & Eve) (2005),"National Lampoon's Adam & Eve, also known simply as Adam & Eve, is a 2005 American comedy film, released as part of the ongoing series of National Lampoon films."
Adanggaman (2000),Adanggaman is a 2000 historical drama film directed by Roger Gnoan M'Bala.
Adaptation (2002),Adaptation is a 2002 American comedy-drama film directed by Spike Jonze and written by Charlie Kaufman.
Addams Family Reunion (1998),Addams Family Reunion is a 1998 American comedy horror film based on the characters from the cartoon created by cartoonist Charles Addams.
Addams Family Values (1993),"Addams Family Values is a 1993 American supernatural black comedy film directed by Barry Sonnenfeld and written by Paul Rudnick, based on the characters created by Charles Addams."
"Addams Family, The (1991)",The Addams Family is a 1991 American supernatural black comedy film based on the characters from the cartoon created by cartoonist Charles Addams and the 1964 television series produced by David Levy.
Addicted to Love (1997),"Addicted to Love is a 1997 American romantic black comedy film directed by Griffin Dunne and starring Meg Ryan, Matthew Broderick, Tchéky Karyo, and Kelly Preston."
"Addiction, The (1995)",The Addiction is a 1995 American vampire horror film directed by Abel Ferrara and written by Nicholas St.
"Adjustment Bureau, The (2011)",The Adjustment Bureau is a 2011 American science fiction romantic thriller film directed and co-produced by George Nolfi in his directorial debut.
Admission (2013),Admission is a 2013 American romantic comedy-drama film directed by Paul Weitz and starring Tina Fey and Paul Rudd.
Adventureland (2009),"Adventureland is a 2009 American romantic comedy-drama film written and directed by Greg Mottola, starring Jesse Eisenberg and Kristen Stewart and co-starring Ryan Reynolds, Kristen Wiig, Bill Hader, Martin Starr, and Margarita Levieva."
Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches (1986),The Adventures of Sherlock Holmes and Dr.
Adventures in Babysitting (1987),Adventures in Babysitting (also known as A Night on the Town in certain countries) is a 1987 American teen comedy film written by David Simkins and directed by Chris Columbus in his directorial debut.
"Adventures of Baron Munchausen, The (1988)","The Adventures of Baron Munchausen is a 1988 fantasy adventure film co-written and directed by Terry Gilliam, starring John Neville, Eric Idle, Sarah Polley, Oliver Reed, Uma Thurman, Jonathan Pryce and Valentina Cortese."
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)","The Adventures of Buckaroo Banzai Across the 8th Dimension, often shortened to Buckaroo Banzai, is a 1984 American adventure science fiction comedy film produced and directed by W. D. Richter and written by Earl Mac Rauch."
"Adventures of Elmo in Grouchland, The (1999)",The Adventures of Elmo in Grouchland is a 1999 American musical adventure comedy film directed by Gary Halvorson in his feature film debut.
"Adventures of Ford Fairlane, The (1990)","The Adventures of Ford Fairlane is a 1990 American action comedy film noir  mystery film directed by Renny Harlin and written by David Arnott, James Cappe, and Daniel Waters based on a story by Arnott and Cappe."
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",The Adventures of Mary-Kate & Ashley is a series of musical mystery videos starring twin actresses Mary-Kate and Ashley Olsen.
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)","The Adventures of Milo and Otis (子猫物語, Koneko Monogatari, lit."
Adventures of Mowgli: The Kidnapping (1968),Adventures of Mowgli (Russian: Маугли; also spelled Maugli) is an animated feature-length story originally released as five animated shorts of about 20 minutes each between 1967 and 1971 in the Soviet Union.
"Adventures of Pinocchio, The (1996)","The Adventures of Pinocchio is a 1996 fantasy comedy family film, directed by Steve Barron and based on the original 1883 novel of the same name by Carlo Collodi."
"Adventures of Pluto Nash, The (2002)","The Adventures of Pluto Nash is a 2002 American science fiction action comedy film directed by Ron Underwood and starring Eddie Murphy (in a dual role), Randy Quaid, Rosario Dawson, Joe Pantoliano, Jay Mohr, Luis Guzmán, James Rebhorn, Peter Boyle, Pam Grier, and John Cleese."
"Adventures of Priscilla, Queen of the Desert, The (1994)","The Adventures of Priscilla, Queen of the Desert is a 1994 Australian road comedy film written and directed by Stephan Elliott."
"Adventures of Robin Hood, The (1938)",The Adventures of Robin Hood is a 1938 American Technicolor epic swashbuckler film from Warner Bros.
"Adventures of Rocky and Bullwinkle, The (2000)","The Adventures of Rocky and Bullwinkle is a 2000 American live-action/animated adventure slapstick comedy film directed by Des McAnuff and produced by Universal Pictures, based on the television cartoon of the same name by Jay Ward."
"Adventures of Sebastian Cole, The (1998)",The Adventures of Sebastian Cole is a 1998 American comedy-drama film written and directed by Tod Williams and starring Adrian Grenier as the title character.
"Adventures of Sharkboy and Lavagirl 3-D, The (2005)","The Adventures of Sharkboy and Lavagirl in 3-D (also known as The Adventures of Sharkboy and Lavagirl, or simply Sharkboy and Lavagirl) is a 2005 American 3D superhero adventure film co-written and directed by Robert Rodriguez and originally released in the United States on June 10, 2005, by Miramax Films and Dimension Films."
"Adventures of Tintin, The (2011)",The Adventures of Tintin (also known as The Adventures of Tintin: The Secret of the Unicorn) is a 2011 animated epic action-adventure film based on Hergé's comic book series of the same name.
Advise and Consent (1962),"Advise & Consent is a 1962 American political drama film based on the Pulitzer Prize-winning novel Advise and Consent by Allen Drury, published in 1959."
Aelita: The Queen of Mars (Aelita) (1924),"Aelita (Russian: Аэли́та, pronounced [ɐɛˈlʲitə]), also known as Aelita: Queen of Mars, is a 1924 Soviet silent science fiction film directed by Yakov Protazanov and produced at the Mezhrabpom-Rus film studio."
Aeon Flux (2005),"Æon Flux is a 2005 American science fiction action film based on the animated science fiction action television series of the same name created by Peter Chung, which aired on MTV from 1991 to 1995."
"Affair of Love, An (Liaison pornographique, Une) (1999)","Une liaison pornographique (English: A Pornographic Affair; US title: An Affair of Love) is a 1999 romantic drama film by Frédéric Fonteyne, and written by Philippe Blasband."
"Affair of the Necklace, The (2001)",The Affair of the Necklace is a 2001 American historical drama film directed by Charles Shyer.
"Affair to Remember, An (1957)",An Affair to Remember is a 1957 American romance film directed by Leo McCarey and starring Cary Grant and Deborah Kerr.
Affliction (1997),Affliction is a 1997 American neo-noir crime drama directed and written by Paul Schrader.
Afonya (1975),Afonya (Russian: Афоня) is a Soviet romantic comedy-drama film produced by Mosfilm and first released in 1975.
Africa: The Serengeti (1994),Africa: The Serengeti is a documentary film directed by George Casey.
African Cats (2011),African Cats (known as Felines in France) is a 2011 nature documentary film about a pride of lions and a family of cheetahs trying to survive in the African savannah directed by Alastair Fothergill and Keith Scholey.
Afro Samurai (2007),"Afro Samurai (アフロサムライ, Afuro Samurai, stylized as ΛFΓO SΛMUΓΛI) is a Japanese seinen dōjinshi manga series written and illustrated by manga artist Takashi Okazaki."
